affected	100	a	influenced
affected	200	a	pretended
banker	100	n	bank employee
banker	200	n	on the Newfoundland banks, a ship or person engaged in fishing for cod.
banker	300	n	workbench
barker	100	n	one who barks
barker	200	n	remover of barks from trees
bop	100	n	form of jazz music
bop	200	n,v	strike, punch
boring	100	n	drilling
boring	200	a	dull
bossy	100	a	overbearing
bossy	200	a	embellished with bosses or studs
bossy	300	n	cow
bowler	100	n	one who bowls
bowler	200	n	derby hat
boxing	100	n	material of boxes, act of putting in boxes
boxing	200	n	sport
bride	100	n	newly married woman
bride	200	n	loop of thread that joins decorative patterns
buggy	100	n	carriage
buggy	200	a	crazy, infested
burden	100	n,v	load
burden	200	n	repeated chorus
bus	100	n,v	vehivcle
bus	200	v	clear tables 
cab	100	n	taxi
cab	200	n	unit of measure
caddy	100	n	small box
caddy	200	n,v	golfer assisstant
camp	100	n,v	shelter
camp	200	n,a	garish
chess	100	n	game
chess	200	n	grass
chess	300	n	floor board of a pontoon bridge
chip	100	n,v	fragment
chip	200	n,v	short high-pitched sound
chow	100	n	food
chow	200	n	kind of Chinese dog
chum	100	n,v	friend
chum	200	n,v	fish bait
chump	100	n	fool
chump	200	v	chew
chute	100	n,v	slide
chute	200	n	steep and narrow slope for skiing
chute	300	n,v	parachte
clock	100	n,v	timepiece
clock	200	n	a small emblem embroidered or woven on the side of a sock or stocking.
cocktail	100	n,a	beverage
cocktail	200	n	horse
console	100	v	comfort
console	200	n	panel
cop	100	v	to steal
cop	200	n	police officer
cop	300	n	a cone-shaped mass of thread wound on a spindle
cramp	100	n,v	spasm of muscles
cramp	200	n,v	clog, bind
cube	100	n,v	block
cube	200	n	plants related to the pea
dent	100	n,v	indentation
dent	200	n	a projecting, toothlike part, as on a cogwheel
dotty	100	a	eccentric
dotty	200	a	having dots
dove	100	n	bird
dove	200	v	past tense of dive
dresser	100	n	one who dresses
dresser	200	n	furniture
drone	100	n	bee
drone	200	n,v	hum
drove	100	v	past tense of drive
drove	200	n,v	flock
dug	100	v	past tense of dig
dug	200	n	breast
exploit	100	n	achievement
exploit	200	v	take advantage
felon	100	n	criminal
felon	200	n	infection
flatter	100	v	plese with compliments
flatter	200	n	one that makes something flat
flight	100	n	aviation
flight	200	n	escape
fore	100	n,a,r	toward the front
fore	200	interjection	warning in golf
frail	100	a	delicate
frail	200	n	basket
freak	100	n,a,v	abnormality
freak	200	n,v	dot or streak with color
